"id","nm","zip"
"11.01.01.2001","Keude Bakongan","23773"
"11.01.01.2002","Ujong Mangki (Ujung Mangki)","23773"
"11.01.01.2003","Ujong Padang (Ujung Padang)","23773"
"11.01.01.2004","Gampong Drien (Kampung Drien)","23773"
"11.01.01.2015","Darul Ikhsan","23773"
"11.01.01.2016","Padang Beurahan (Padang Berahan)","23773"
"11.01.01.2017","Gampong Baro (Kampung Baru)","23773"
"11.01.02.2001","Fajar Harapan","23771"
"11.01.02.2002","Krueng Batee","23771"
"11.01.02.2003","Pasi Kuala Asahan","23771"
"11.01.02.2004","Gunung Pulo (Gunong Pulo)","23771"
"11.01.02.2005","Pulo Ie I","23771"
"11.01.02.2006","Jambo Manyang","23771"
"11.01.02.2007","Simpang Empat","23771"
"11.01.02.2008","Limau Purut (Kota Fajar)","23771"
"11.01.02.2009","Pulo Kambing","23771"
"11.01.02.2010","Kampung Paya","23771"
"11.01.02.2011","Krueng Batu","23771"
"11.01.02.2012","Krueng Kluet","23771"
"11.01.02.2013","Alur Mas","23771"
"11.01.02.2014","Kampung Tinggi","23771"
"11.01.02.2015","Ruak (Kampung Ruak)","23771"
"11.01.02.2016","Simpang Lhee","23771"
"11.01.02.2017","Suaq Geuringgeng (Geringgeng)","23771"
"11.01.02.2018","Pasi Kuala Ba'u (Pasi Kuala Bau)","23771"
"11.01.02.2019","Kedai Padang","23771"
"11.01.02.2020","Kotafajar","23771"
"11.01.02.2021","Gunung Pudung","23771"
"11.01.03.2001","Suaq Bakung (Suaq Bakong)","23772"
"11.01.03.2002","Rantau Binuang","23772"
"11.01.03.2003","Barat Daya","23772"
"11.01.03.2004","Sialang","23772"
"11.01.03.2005","Kapeh","23772"
"11.01.03.2006","Pulo Ie","23772"
"11.01.03.2007","Kedai Runding","23772"
"11.01.03.2008","Kedai Kandang","23772"
"11.01.03.2009","Luar (Gampong Luar)","23772"
"11.01.03.2010","Ujung","23772"
"11.01.03.2011","Jua","23772"
"11.01.03.2012","Pasi Meurapat (Pasi Merapat)","23772"
"11.01.03.2013","Ujung Pasir","23772"
"11.01.03.2014","Geulumbuk (Gelumbuk)","23772"
"11.01.03.2015","Pasie Lembang (Pasi Lembang)","23772"
"11.01.03.2016","Ujung Padang","23772"
"11.01.03.2017","Indra Damai","23772"
"11.01.04.2001","Bakau Hulu","23761"
"11.01.04.2002","Padang Bakau","23761"
"11.01.04.2003","Manggis Harapan","23761"
"11.01.04.2004","Pasar Lama","23761"
"11.01.04.2005","Apha","23761"
"11.01.04.2006","Ujung Batu","23761"
"11.01.04.2007","Pawoh","23761"
"11.01.04.2008","Dalam","23761"
"11.01.04.2009","Kota Palak","23761"
"11.01.04.2010","Cacang","23761"
"11.01.04.2011","Tengah Pisang","23761"
"11.01.04.2012","Pisang","23761"
"11.01.04.2013","Hulu Pisang","23761"
"11.01.04.2014","Tengah Baru","23761"
"11.01.04.2015","Lembah Baru","23761"
"11.01.04.2016","Padang Baru","23761"
"11.01.05.2001","Kuta Buloh II","23754"
"11.01.05.2002","Kuta Buloh I","23754"
"11.01.05.2003","Ie/Le Dingen","23754"
"11.01.05.2004","Drien Jalo","23754"
"11.01.05.2005","Jambo Papeun","23754"
"11.01.05.2006","Buket Meuh","23754"
"11.01.05.2007","Blang Kuala","23754"
"11.01.05.2008","Rot Teungoh","23754"
"11.01.05.2009","Alue Baro","23754"
"11.01.05.2010","Ladang Tuha","23754"
"11.01.05.2011","Lhok Mamplam","23754"
"11.01.05.2012","Aron/Arun Tunggai","23754"
"11.01.05.2013","Blang Teungoh","23754"
"11.01.05.2014","Blang Bladeh","23754"
"11.01.05.2015","Ie/Le Buboh","23754"
"11.01.05.2016","Keude Meukek","23754"
"11.01.05.2017","Kuta Baro (Abro)","23754"
"11.01.05.2018","Tanjung Harapan","23754"
"11.01.05.2019","Labuhan Tarok","23754"
"11.01.05.2020","Lhok Aman","23754"
"11.01.05.2021","Alue Meutuah","23754"
"11.01.05.2022","Ladang Baro","23754"
"11.01.05.2023","Labuhan Tarok II","23754"
"11.01.06.2001","Dalam","23752"
"11.01.06.2002","Subarang","23752"
"11.01.06.2003","Kuta Baru (Kota Baru)","23752"
"11.01.06.2004","Gunung Ketek","23752"
"11.01.06.2005","Ladang Panton Luas","23752"
"11.01.06.2006","Madat","23752"
"11.01.06.2007","Alur Seumerah (Alur Simerah)","23752"
"11.01.06.2008","Tengah","23752"
"11.01.06.2009","Gunung Cut","23752"
"11.01.06.2010","Alur Pinang","23752"
"11.01.06.2011","Kuta Blang","23752"
"11.01.06.2012","Batee Tunggai","23752"
"11.01.06.2013","Ujung Tanah","23752"
"11.01.06.2014","Ujung Kampung","23752"
"11.01.06.2015","Jilatang","23752"
"11.01.06.2016","Luar","23752"
"11.01.06.2017","Lubuk Layu","23752"
"11.01.06.2018","Suaq Hulu","23752"
"11.01.06.2019","Tampang","23752"
"11.01.06.2020","Payonan Gadang","23752"
"11.01.06.2021","Gadang","23752"
"11.01.06.2022","Baru","23752"
"11.01.06.2023","Ladang Kasik Putih","23752"
"11.01.06.2024","Air Sialang Hilir","23752"
"11.01.06.2025","Air Sialang Hulu","23752"
"11.01.06.2026","Air Sialang Tengah","23752"
"11.01.06.2027","Balai","23752"
"11.01.06.2028","Arafah","23752"
"11.01.07.2001","Sikulat","23753"
"11.01.07.2002","Sawang I","23753"
"11.01.07.2003","Meuligo","23753"
"11.01.07.2004","Lhok Pawoh","23753"
"11.01.07.2005","Sawang II","23753"
"11.01.07.2006","Ujung Karang","23753"
"11.01.07.2007","Trieng Meuduro Baroh","23753"
"11.01.07.2008","Trieng Meuduro Tunong","23753"
"11.01.07.2009","Panton Luas","23753"
"11.01.07.2010","Simpang Tiga","23753"
"11.01.07.2011","Kuta Baro","23753"
"11.01.07.2012","Blang Geulinggang (Gelinggang)","23753"
"11.01.07.2013","Mutiara","23753"
"11.01.07.2014","Ujung Padang","23753"
"11.01.07.2015","Sawang Ba'u (Sawang Bau)","23753"
"11.01.08.2001","Lhok Keutapang (Ketapang)","23718"
"11.01.08.2002","Hilir","23717"
"11.01.08.2003","Padang","23713"
"11.01.08.2004","Hulu","23714"
"11.01.08.2005","Jambo Apha","23716"
"11.01.08.2006","Tepi Air","23712"
"11.01.08.2007","Pasar","23711"
"11.01.08.2008","Lhok Bengkuang","23715"
"11.01.08.2009","Panton Luas","23711"
"11.01.08.2010","Gunung Kerambil","23711"
"11.01.08.2011","Air Berundang (Air Berudang)","23711"
"11.01.08.2012","Batu Itam","23711"
"11.01.08.2013","Panjupian","23711"
"11.01.08.2014","Lhok Rukam","23711"
"11.01.08.2015","Air Pinang","23711"
"11.01.08.2016","Lhok Bengkuang Timur","23712"
"11.01.09.2001","Keude Trumon","23774"
"11.01.09.2002","Ujong/Ujung Tanoh","23774"
"11.01.09.2003","Sigleng (Singleng)","23774"
"11.01.09.2004","Ie Meudama","23774"
"11.01.09.2005","Tuepin Tinggi (Tepin / Teupin Tinggi)","23774"
"11.01.09.2006","Kuta Baro/Baru","23774"
"11.01.09.2007","Panton Bilie","23774"
"11.01.09.2012","Kuta Padang","23774"
"11.01.09.2013","Raket","23774"
"11.01.09.2014","Gampong Teungoh","23774"
"11.01.09.2015","Seuneubok Jaya (Seunabok Jaya)","23774"
"11.01.09.2016","Padang Harapan","23774"
"11.01.10.2001","Ladang Teungoh","23755"
"11.01.10.2002","Pucuk/Pucok Krueng","23755"
"11.01.10.2003","Silolo","23755"
"11.01.10.2004","Kampung/Kampong Baru","23755"
"11.01.10.2005","Panton Bili","23755"
"11.01.10.2006","Paya Ateuk (Payateuk)","23755"
"11.01.10.2007","Ladang Tuha","23755"
"11.01.10.2008","Mata Le/Ie","23755"
"11.01.10.2009","Ujung Batee/Batu","23755"
"11.01.10.2010","Lhok Sialang Cut","23755"
"11.01.10.2011","Seuneubok (Seunebok / Si Neubok)","23755"
"11.01.10.2012","Ie/Le Mirah","23755"
"11.01.10.2013","Pasi/Pasie Rasian","23755"
"11.01.10.2014","Ujung Padang Rasian","23755"
"11.01.10.2015","Krueng Kalee (Krueng Kelee)","23755"
"11.01.10.2016","Lhok Sialang Rayeuk","23755"
"11.01.10.2017","Gampong Baro (Kampung / Kampong Baro)","23755"
"11.01.10.2018","Teupin Gajah","23755"
"11.01.10.2019","Ujung Padang Asahan","23755"
"11.01.10.2020","Pulo Ie Ii","23755"
"11.01.10.2021","Pante Raja","23755"
"11.01.11.2001","Tengah Peulumat","23758"
"11.01.11.2002","Paya Peulumat","23758"
"11.01.11.2003","Padang Peulumat","23758"
"11.01.11.2004","Aur Peulumat","23758"
"11.01.11.2005","Limau Saring","23758"
"11.01.11.2006","Beutong","23758"
"11.01.11.2007","Peuneulop (Peunalop)","23758"
"11.01.11.2008","Gunung Rotan","23758"
"11.01.11.2009","Keumumu Hilir","23758"
"11.01.11.2010","Keumumu Hulu","23758"
"11.01.11.2011","Keumumu Seberang","23758"
"11.01.11.2012","Sawang Indah","23758"
"11.01.12.2001","Tutong","23757"
"11.01.12.2002","Teungoh Iboh (Tengah Lboh / Iboh)","23757"
"11.01.12.2003","Peulokan","23757"
"11.01.12.2004","Kuta Lboh/Iboh","23757"
"11.01.12.2005","Ujung Padang","23757"
"11.01.12.2006","Blang Baru","23757"
"11.01.12.2007","Blang Poroh","23757"
"11.01.12.2008","Pulo Ie","23757"
"11.01.12.2009","Suak Lokan","23757"
"11.01.12.2010","Iku Lhueng (Iku Lhung)","23757"
"11.01.12.2011","Kuta Trieng","23757"
"11.01.12.2012","Pante Geulima","23757"
"11.01.12.2013","Panton Pawoh","23757"
"11.01.12.2014","Batee Meucanang","23757"
"11.01.12.2015","Panton Rubek","23757"
"11.01.13.2001","Koto (Koto Menggamat)","23770"
"11.01.13.2002","Alur Keujrun","23770"
"11.01.13.2003","Jambo Papan","23770"
"11.01.13.2004","Malaka","23770"
"11.01.13.2005","Koto Indarung","23770"
"11.01.13.2006","Siurai-Urai","23770"
"11.01.13.2007","Kampung Sawah","23770"
"11.01.13.2008","Kampung Padang","23770"
"11.01.13.2009","Pulo Air","23770"
"11.01.13.2010","Lawe Melang","23770"
"11.01.13.2011","Mersak","23770"
"11.01.13.2012","Simpang Dua","23770"
"11.01.13.2013","Simpang Tiga","23770"
"11.01.14.2001","Paya Dapur","23779"
"11.01.14.2002","Sapik","23779"
"11.01.14.2003","Alai","23779"
"11.01.14.2004","Durian Kawan","23779"
"11.01.14.2005","Lawe Sawah","23779"
"11.01.14.2006","Lawe Buluh Didi","23779"
"11.01.14.2007","Pucuk Lembang","23779"
"11.01.14.2008","Paya Laba","23779"
"11.01.14.2009","Lawe Cimanok","23779"
"11.01.15.2001","Pasie Seubadeh","23777"
"11.01.15.2002","Ladang Rimba","23777"
"11.01.15.2003","Ujung Pulo Rayeuk","23777"
"11.01.15.2004","Sawah Tingkeum","23777"
"11.01.15.2005","Simpang","23777"
"11.01.15.2006","Ujung Pulo Cut","23777"
"11.01.15.2008","Seulekat (Seuleukat)","23777"
"11.01.16.2005","Pinto Rimba","23776"
"11.01.16.2006","Krueng Luas","23776"
"11.01.16.2007","Jambo Dalem","23776"
"11.01.16.2008","Kapa Sesak (Kapai Seusak)","23776"
"11.01.16.2009","Seuneubok Punto (Seuneubok Puntho)","23776"
"11.01.16.2010","Seuneubok Pusaka","23776"
"11.01.16.2011","Alur Bujok","23776"
"11.01.16.2012","Titi Poben","23776"
"11.01.17.2001","Buket Gadeng (Bukit Gading / Buket Gedeng)","23778"
"11.01.17.2002","Rambong","23778"
"11.01.17.2003","Seuneubok Keuranji (Seunebok Keranji)","23778"
"11.01.17.2004","Seuneubok Alur Buloh (Seneubok Alur Bulah)","23778"
"11.01.17.2005","Ujong Tanoh (Ujung Tanoh)","23778"
"11.01.17.2006","Ujong Gunong Cut (Ujung Gunung Cut)","23778"
"11.01.17.2007","Ujong Gunung Rayeuk (Ujung Gunong Rayek)","23778"
"11.01.17.2008","Beutong","23778"
"11.01.17.2009","Jambo Keupok/Keuphok","23778"
"11.01.17.2010","Alurduamas (Alur Dua Mas)","23778"
"11.01.18.2001","Ladang Rimba","23775"
"11.01.18.2002","Gunong Kapo/Kapho","23775"
"11.01.18.2003","Gampong Teungoh (Kampong Teungoh)","23775"
"11.01.18.2004","Krueng Batee","23775"
"11.01.18.2005","Pulo Paya","23775"
"11.01.18.2006","Jambo Papeun","23775"
"11.01.18.2007","Cot Bayu","23775"
"11.01.18.2008","Naca","23775"
"11.01.18.2009","Ie Jeureuneh","23775"
"11.01.18.2010","Lhok Raya","23775"
"11.02.01.2001","Engkeran","24661"
"11.02.01.2002","Rumah Kampung","24661"
"11.02.01.2004","Pasir Bangun","24661"
"11.02.01.2006","Kubu","24661"
"11.02.01.2007","Lawe Kongker (Lawe Konker / Kongkir)","24661"
"11.02.01.2008","Kuta Cingkam II","24661"
"11.02.01.2009","Muara Baru","24661"
"11.02.01.2011","Kuta Batu I","24661"
"11.02.01.2012","Kuta Cingkam I","24661"
"11.02.01.2013","Kuta Batu II","24661"
"11.02.01.2014","Lawe Sempilang","24661"
"11.02.01.2015","Perapat Batu Nunggul","24661"
"11.02.01.2016","Pulo Sepang","24661"
"11.02.01.2017","Rih Mbelang (Mebelang)","24661"
"11.02.01.2018","Kute Batu Baru (Kuta Batu Baru)","24661"
"11.02.01.2019","Darul Amin","24661"
"11.02.01.2020","Lawe Lubang Indah","24661"
"11.02.01.2021","Batu Hamparan","24661"
"11.02.01.2022","Paye Munje","24661"
"11.02.01.2023","Pulo Ndapdap (Pulo Ndadap)","24661"
"11.02.01.2024","Pasir Nunggul","24661"
"11.02.01.2025","Cingkham Mekhanggun","24661"
"11.02.01.2026","Pintu Khimbe","24661"
"11.02.01.2027","Lawe Kongker Hilir (Lawe Konker Hilir)","24661"
"11.02.01.2028","Pulo Gadung","24661"
"11.02.01.2029","Pasikh Pehkmate (Pasikh Pekhmate)","24661"
"11.02.01.2030","Pasikh Nunang","24661"
"11.02.01.2031","Deleng Kukusen","24661"
"11.02.02.2001","Bukit Merdeka","24676"
"11.02.02.2002","Darul Aman","24676"
"11.02.02.2003","Lawe Kesumpat","24676"
"11.02.02.2004","Lawe Tua Gabungan","24676"
"11.02.02.2005","Lawe Sigala II","24676"
"11.02.02.2006","Lawe Sigala Timur","24676"
"11.02.02.2007","Lawe Sigala Barat","24676"
"11.02.02.2008","Suka Damai","24676"
"11.02.02.2009","Kute/Kuta Tengah","24676"
"11.02.02.2010","Tanah Baru","24676"
"11.02.02.2011","Kedataran Gabungan","24676"
"11.02.02.2012","Gabungan Parsaroan (Gabungan Parsaoran)","24676"
"11.02.02.2013","Lawe Loning Gabungan","24676"
"11.02.02.2014","Lawe Loning Aman","24676"
"11.02.02.2015","Suka Maju","24676"
"11.02.02.2016","Lawe Tua Makmur","24676"
"11.02.02.2017","Lawe Tua Persatuan","24676"
"11.02.02.2018","Lawe Serke","24676"
"11.02.02.2019","Lawe Rakat","24676"
"11.02.02.2020","Suka Jaya","24676"
"11.02.02.2021","Enmiya Batu Dua Ratus (Enmya Batu Dua Ratus)","24676"
"11.02.02.2022","Sebungke","24676"
"11.02.02.2023","Bukit Sepakat","24676"
"11.02.02.2024","Lawe Loning Sepakat","24676"
"11.02.02.2025","Lawe Loning I","24676"
"11.02.02.2026","Gaya Jaya","24676"
"11.02.02.2027","Gelah Musara","24676"
"11.02.02.2028","Mulie Dame (Mulie Damai)","24676"
"11.02.02.2029","Lawe Loning Hakhapen","24676"
"11.02.02.2030","Karya Indah","24676"
"11.02.02.2031","Kayu Mbelin","24676"
"11.02.02.2032","Lawe Sigala Barat Jaya","24676"
"11.02.02.2033","Lawe Pekhidinen","24676"
"11.02.02.2034","Kertimbang","24676"
"11.02.02.2035","Ndauh Nitenggo","24676"
"11.02.03.2001","Bambel Gabungan","24672"
"11.02.03.2002","Kisam","24672"
"11.02.03.2005","Lawe Hijo","24672"
"11.02.03.2006","Pinding","24672"
"11.02.03.2009","Terutung Megara Asli","24672"
"11.02.03.2011","Biak Muli","24672"
"11.02.03.2012","Kute Lang Lang","24672"
"11.02.03.2013","Pedesi","24672"
"11.02.03.2014","Terutung Payung Hulu","24672"
"11.02.03.2015","Terutung Payung Hilir","24672"
"11.02.03.2016","Tualang Sembilar","24672"
"11.02.03.2017","Kuning I","24672"
"11.02.03.2018","Kuning II","24672"
"11.02.03.2019","Cinta Damai","24672"
"11.02.03.2020","Likat","24672"
"11.02.03.2021","Rikit","24672"
"11.02.03.2023","Bambel","24672"
"11.02.03.2025","Lawe Kihing","24672"
"11.02.03.2026","Terutung Seperai","24672"
"11.02.03.2027","Kute Seri","24672"
"11.02.03.2028","Kuta Antara (Kute Antara)","24672"
"11.02.03.2029","Pulo Perengge","24672"
"11.02.03.2031","Pulo Kendondong (Pulo Kedondong)","24672"
"11.02.03.2033","Pancakh Iman","24672"
"11.02.03.2034","Biak Muli Baru (Biak Muli Bakhu)","24672"
"11.02.03.2035","Biak Muli Pantai Raja","24672"
"11.02.03.2036","Biak Muli Sejahtera","24672"
"11.02.03.2037","Lembah Haji","24672"
"11.02.03.2038","Terutung Payung Gabungan","24672"
"11.02.03.2039","Lawe Hijo Metuah","24672"
"11.02.03.2040","Ampera","24672"
"11.02.03.2041","Tembilakh Mbakhu (Tembilakh Bakhu)","24672"
"11.02.03.2042","Kute Lang Lang Bakhu","24672"
"11.02.04.2001","Kota Kutacane","24664"
"11.02.04.2002","Perapat Hilir","24664"
"11.02.04.2003","Perapat Hulu","24664"
"11.02.04.2004","Muara Lawe Bulan","24664"
"11.02.04.2005","Mbarung","24664"
"11.02.04.2006","Batu Mbulan Asli","24664"
"11.02.04.2007","Batu Mbulan I","24664"
"11.02.04.2008","Batu Mbulan II","24664"
"11.02.04.2009","Kampung Raja","24664"
"11.02.04.2010","Pulonas","24664"
"11.02.04.2011","Kampung Melayu Gabungan","24664"
"11.02.04.2012","Terutung Pedi","24664"
"11.02.04.2013","Kute Rih","24664"
"11.02.04.2014","Gumpang Jaya","24664"
"11.02.04.2015","Pulo Latong","24664"
"11.02.04.2016","Kutacane Lama","24664"
"11.02.04.2017","Batu Mbulan Mbaru (Batum Bulan Baru)","24664"
"11.02.04.2018","Pulo Peding","24664"
"11.02.04.2019","Mendabe","24664"
"11.02.04.2020","Ujung Barat","24664"
"11.02.04.2021","Pekhapat Titi Panjang (Perapat Titi Panjang)","24664"
"11.02.04.2022","Pekhapat Sepakat (Perapat Sepakat)","24664"
"11.02.04.2023","Alas Marantcar (Alas Memancar)","24664"
"11.02.04.2024","Batu Mbulan Sepakat","24664"
"11.02.04.2025","Pulo Sanggakh","24664"
"11.02.04.2026","Melayu I","24664"
"11.02.04.2027","Mbarung Datuk Saudane (Mburung Datuk Sekhudane)","24664"
"11.02.05.2005","Salang Alas","24666"
"11.02.05.2009","Kuta/Kute Pasir","24666"
"11.02.05.2011","Purwodadi","24666"
"11.02.05.2012","Kuta/Kute Tinggi","24666"
"11.02.05.2013","Kampung Baru","24666"
"11.02.05.2014","Peranginan","24666"
"11.02.05.2015","Natam","24666"
"11.02.05.2025","Kumbang Jaya","24666"
"11.02.05.2026","Kumbang Indah","24666"
"11.02.05.2027","Natam Baru","24666"
"11.02.05.2029","Deleng Megakhe","24666"
"11.02.05.2030","Lawe Bekung","24666"
"11.02.05.2031","Lawe Bekung Tampahan","24666"
"11.02.05.2032","Badar Indah","24666"
"11.02.05.2033","Batu Mbekhong (Batu Mberong)","24666"
"11.02.05.2034","Tanah Merah","24666"
"11.02.05.2035","Tanoh Megakhe","24666"
"11.02.05.2036","Lawe Sekerah (Lawe Sekekhah)","24666"
"11.02.06.2001","Pardomuan II","24673"
"11.02.06.2002","Lawe Desky/Deski I","24673"
"11.02.06.2003","Lawe Desky Sabas","24673"
"11.02.06.2004","Pardomuan I","24673"
"11.02.06.2005","Cinta Damai","24673"
"11.02.06.2006","Pardamean","24673"
"11.02.06.2007","Lawe Desky Tongah","24673"
"11.02.06.2008","Kute Bakti","24673"
"11.02.06.2010","Muara Situlen","24673"
"11.02.06.2011","Sejahtera","24673"
"11.02.06.2012","Kute Makmur","24673"
"11.02.06.2013","Pardamean","24673"
"11.02.06.2014","Lawe Mantik","24673"
"11.02.06.2015","Cinta Makmur","24673"
"11.02.06.2016","Muara Setia","24673"
"11.02.06.2017","Tanoh Alas","24673"
"11.02.06.2018","Sejahtera Baru","24673"
"11.02.06.2024","Lawe Tawakh","24673"
"11.02.06.2025","Sabilussalam (Sibulussalam)","24673"
"11.02.06.2026","Lawe Desky Jaya","24673"
"11.02.06.2027","Pintu Alas","24673"
"11.02.07.2001","Gulo","24663"
"11.02.07.2002","Pulo Piku","24663"
"11.02.07.2003","Terutung Kute","24663"
"11.02.07.2004","Kute Ujung","24663"
"11.02.07.2005","Lawe Stul/Setul","24663"
"11.02.07.2006","Kite Merangun (Kitei Meranggun)","24663"
"11.02.07.2007","Mamas","24663"
"11.02.07.2008","Tanjung Lama","24663"
"11.02.07.2009","Tanjung Muda","24663"
"11.02.07.2010","Rambung Teldak","24663"
"11.02.07.2011","Tanjung Aman","24663"
"11.02.07.2012","Sri Muda (Serimuda)","24663"
"11.02.07.2013","Ujung Baru","24663"
"11.02.07.2014","Kute Rambe","24663"
"11.02.07.2015","Mamas Baru","24663"
"11.02.07.2016","Rambung Jaya","24663"
"11.02.07.2017","Makmur Jaya","24663"
"11.02.07.2018","Darul Makmur","24663"
"11.02.07.2019","Tanjung Bakhu (Tanjung Mbakhu)","24663"
"11.02.07.2020","Pulo Gabung (Pulo Gadung)","24663"
"11.02.07.2021","Kokhtan Jaya","24663"
"11.02.07.2022","Istiqamah (Istiqomah)","24663"
"11.02.07.2023","Lawe Mamas Indah","24663"
"11.02.07.2024","Tanjung Leuser","24663"
"11.02.07.2025","Simpang Empat Tanjung","24663"
"11.02.07.2026","Lawe Pinis","24663"
"11.02.07.2027","Buntul Kendawi","24663"
"11.02.07.2028","Kuning Abadi","24663"
"11.02.08.2001","Pasir Gala","24665"
"11.02.08.2002","Pasir Penjengakan","24665"
"11.02.08.2003","Kutambaru (Kutem Baru)","24665"
"11.02.08.2004","Lawe Sagu Hulu","24665"
"11.02.08.2005","Lawe Sagu Hilir","24665"
"11.02.08.2006","Kute Bantil","24665"
"11.02.08.2011","Lawe Kolok","24665"
"11.02.08.2012","Lawe Rutung","24665"
"11.02.08.2013","Kampung Nangka","24665"
"11.02.08.2014","Tenembak Juhar","24665"
"11.02.08.2015","Simpang Empat","24665"
"11.02.08.2016","Kuta Buluh Botong","24665"
"11.02.08.2017","Katambaru Becawan (Katembaru Bencawan)","24665"
"11.02.08.2018","Lawe Kinge","24665"
"11.02.08.2019","Kandang Mbelang Mandiri","24665"
"11.02.08.2020","Mbacang Racun","24665"
"11.02.08.2021","Telaga Mekar","24665"
"11.02.08.2023","Pulonas Baru","24665"
"11.02.08.2025","Kuta Genting","24665"
"11.02.08.2026","Lawe Sagu Baru","24665"
"11.02.08.2027","Lawe Sagu","24665"
"11.02.08.2028","Pekhapet Timur (Pekhapat Timur)","24665"
"11.02.08.2029","Bahagia","24665"
"11.02.08.2030","Kute Galuh Asli (Kuta Galuh Asli)","24665"
"11.02.09.2001","Kute Lengat Pangan (Kuta Lengat Pagan)","24671"
"11.02.09.2002","Kute Lengat Selian (Kuta Lengat Selian)","24671"
"11.02.09.2003","Tualang Baru","24671"
"11.02.09.2004","Alur Buluh (Kuta Buluh)","24671"
"11.02.09.2005","Maha Singkil","24671"
"11.02.09.2006","Tenembak Bintang","24671"
"11.02.09.2007","Kute Lingga (Kuta Lingga)","24671"
"11.02.09.2008","Rikit Bur","24671"
"11.02.09.2010","Kerukunan","24671"
"11.02.09.2011","Lawe Dua (Lawe Dua Gabungan)","24671"
"11.02.09.2012","Rema","24671"
"11.02.09.2013","Bambel Baru","24671"
"11.02.09.2014","Pejuang","24671"
"11.02.09.2015","Darussalam","24671"
"11.02.09.2016","Amaliah","24671"
"11.02.09.2017","Sebudi Jaya","24671"
"11.02.09.2018","Gumpang","24671"
"11.02.09.2019","Kute Gekhat","24671"
"11.02.09.2020","Paye Khambung (Paya Khambung)","24671"
"11.02.09.2021","Mbak Sako","24671"
"11.02.09.2022","Darul Imami","24671"
"11.02.09.2023","Rikit Bur II","24671"
"11.02.09.2024","Kute Empat Lima","24671"
"11.02.10.2001","Simpang Semadam","24678"
"11.02.10.2002","Semadam Awal","24678"
"11.02.10.2003","Semadam Asal","24678"
"11.02.10.2004","Lawe Kinga Gabungan","24678"
"11.02.10.2005","Lawe Kinga Tebing Tinggi","24678"
"11.02.10.2006","Kebun Sere","24678"
"11.02.10.2007","Lawe Beringin Horas","24678"
"11.02.10.2008","Lawe Berigin Gayo (Lawe Beringin Gayo)","24678"
"11.02.10.2009","Suka Makmur","24678"
"11.02.10.2010","Pasar Puntung","24678"
"11.02.10.2011","Titi Pasir","24678"
"11.02.10.2012","Lawe Petanduk I","24678"
"11.02.10.2013","Ngkeran Alur Buluh","24678"
"11.02.10.2014","Kampung Baru","24678"
"11.02.10.2015","Sepakat Segenap (Sepakat Segenep)","24678"
"11.02.10.2016","Selamat Indah","24678"
"11.02.10.2017","Lawe Kinge Lapter (Lawe Kinga Lapter)","24678"
"11.02.10.2018","Lawe Mejile (Lawe Menjilai)","24678"
"11.02.10.2019","Lawe Petanduk II / Dua (Lawe Petanduk)","24678"
"11.02.11.2004","Titi Mas","24675"
"11.02.11.2005","Meranti","24675"
"11.02.11.2006","Kuta/Kute Lang-Lang","24675"
"11.02.11.2007","Lawe Sumur","24675"
"11.02.11.2008","Pardamaian (Perdamean)","24675"
"11.02.11.2009","Salim Pipit","24675"
"11.02.11.2010","Penguhapan","24675"
"11.02.11.2011","Lumban Tua","24675"
"11.02.11.2012","Mutiara Damai","24675"
"11.02.11.2013","Dolok Nauli","24675"
"11.02.11.2014","Tuhi Jongkat","24675"
"11.02.11.2015","Uning Sigugur","24675"
"11.02.11.2016","Lumban Sitio-Tio","24675"
"11.02.11.2017","Lawe Malum","24675"
"11.02.11.2018","Alur Baning","24675"
"11.02.11.2019","Lingga Alas (Lingge Alas)","24675"
"11.02.11.2020","Khambung Tumbung (Khambung Tubung)","24675"
"11.02.11.2021","Tuah Mesade","24675"
"11.02.11.2022","Sumukh Alas","24675"
"11.02.11.2023","Alukh Bakhu","24675"
"11.02.11.2024","Sepekhinding","24675"
"11.02.11.2025","Tanoh Subukh","24675"
"11.02.11.2026","Pinggan Mbelang","24675"
"11.02.11.2027","Sigai Indah","24675"
"11.02.11.2028","Ukekh Deleng","24675"
"11.02.11.2029","Alas Mesikhat","24675"
"11.02.11.2030","Titi Hakhapen (Titai Hakhapen)","24675"
"11.02.12.2001","Aunan Sepakat","24662"
"11.02.12.2002","Lawe Penanggalan","24662"
"11.02.12.2003","Lawe Mengkudu","24662"
"11.02.12.2004","Jambur Lak Lak","24662"
"11.02.12.2005","Simpang Tiga Jongar (Simpang III Jongar)","24662"
"11.02.12.2006","Jongar Asli (Jongar)","24662"
"11.02.12.2007","Ketambe","24662"
"11.02.12.2008","Rumah Bundar","24662"
"11.02.12.2009","Penyeberangan Cingkam","24662"
"11.02.12.2010","Deleng Damar","24662"
"11.02.12.2011","Bintang Bener","24662"
"11.02.12.2012","Suka Rimbun","24662"
"11.02.12.2013","Lawe Aunan","24662"
"11.02.12.2014","Bener Bepapah (Bener Mepapah)","24662"
"11.02.12.2015","Penungkunen","24662"
"11.02.12.2016","Datok Pining","24662"
"11.02.12.2017","Kati Maju","24662"
"11.02.12.2018","Leuser (Louser)","24662"
"11.02.12.2019","Jati Sara (Jati Rasa)","24662"
"11.02.12.2020","Bukit Mbakhu","24662"
"11.02.12.2021","Kayu Metangur (Kayu Mentangur)","24662"
