"id","nm","zip"
"61.03.12.2008","Semoncol","78563"
"61.03.12.2009","Empirang Ujung","78563"
"61.03.12.2010","Bulu Bala","78563"
"61.03.12.2011","Temiang Taba","78563"
"61.03.12.2012","Senyabang","78563"
"61.03.13.2001","Teraju (Teraju Barat)","78572"
"61.03.13.2002","Belungai Dalam","78572"
"61.03.13.2003","Sansat","78572"
"61.03.13.2004","Kampung Baru","78572"
"61.03.13.2005","Bagan Asam","78572"
"61.03.13.2006","Lumut","78572"
"61.03.13.2007","Balai Belungai","78572"
"61.03.20.2001","Meliau Hilir","78571"
"61.03.20.2002","Meliau Hulu","78571"
"61.03.20.2003","Kuala Buayan","78571"
"61.03.20.2004","Meranggau","78571"
"61.03.20.2005","Melobok","78571"
"61.03.20.2006","Sungai Mayam (Sei / Sungai Mayan)","78571"
"61.03.20.2007","Pampang Dua","78571"
"61.03.20.2008","Kuala Rosan","78571"
"61.03.20.2009","Sei/Sungai Kembayau","78571"
"61.03.20.2010","Kunyil","78571"
"61.03.20.2011","Cupang","78571"
"61.03.20.2012","Lalang","78571"
"61.03.20.2013","Baru Lombak","78571"
"61.03.20.2014","Enggadai","78571"
"61.03.20.2015","Balai Tinggi","78571"
"61.03.20.2017","Bhakti Jaya (Bakti Jaya)","78571"
"61.03.20.2018","Mukti Jaya","78571"
"61.03.20.2019","Melawi Makmur","78571"
"61.03.20.2020","Harapan Makmur","78571"
"61.03.21.2001","Nekan","78557"
"61.03.21.2002","Semangit (Semanget)","78557"
"61.03.21.2003","Entikong","78557"
"61.03.21.2004","Pala Pasang (Pala Asang / Palapasang)","78557"
"61.03.21.2005","Suruh Tembawang","78557"
"61.04.01.2011","Sei/Sungai Putri","78813"
"61.04.01.2012","Tanjung Baik Budi","78813"
"61.04.01.2013","Kuala Tolak","78813"
"61.04.01.2014","Kuala Satong","78813"
"61.04.01.2015","Lamon Satong (Laman Satong)","78813"
"61.04.02.2001","Suka Karya","78865"
"61.04.02.2002","Randai","78865"
"61.04.02.2003","Belaban","78865"
"61.04.02.2004","Runjai Jaya","78865"
"61.04.02.2008","Karya Baru","78865"
"61.04.02.2020","Riam Batu Gading (Riam Batu Gadig)","78865"
"61.04.02.2021","Batu Payung Dua (Batu Payung)","78865"
"61.04.02.2022","Bantan Sari","78865"
"61.04.02.2023","Pelanjau Jaya (Planjau Jaya)","78865"
"61.04.02.2024","Rangkung (Rangkong)","78865"
"61.04.03.2001","Manis Mata","78864"
"61.04.03.2002","Air Dekakah","78864"
"61.04.03.2003","Suka Ramai","78864"
"61.04.03.2004","Suak Burung","78864"
"61.04.03.2005","Silat","78864"
"61.04.03.2006","Terusan","78864"
"61.04.03.2007","Kemuning","78864"
"61.04.03.2008","Kelampai","78864"
"61.04.03.2009","Bukit Gajah","78864"
"61.04.03.2010","Lembah Mukti","78864"
"61.04.03.2011","Asam Besar","78864"
"61.04.03.2012","Batu Sedau","78864"
"61.04.03.2013","Jambi","78864"
"61.04.03.2014","Seguling","78864"
"61.04.03.2015","Kelimantan","78864"
"61.04.03.2016","Pelempangan","78864"
"61.04.03.2017","Sengkuang Merabong (Sengkuang Merabung)","78864"
"61.04.03.2018","Pakit Selaba","78864"
"61.04.03.2019","Sungai Buluh","78864"
"61.04.03.2020","Ratu Elok","78864"
"61.04.03.2021","Mekar Jaya","78864"
"61.04.03.2022","Tribun Jaya","78864"
"61.04.04.2001","Kendawangan Kiri","78862"
"61.04.04.2002","Banjar Sari","78862"
"61.04.04.2003","Kendawangan Kanan","78862"
"61.04.04.2004","Pangkalan Batu","78862"
"61.04.04.2005","Bangkal Serai","78862"
"61.04.04.2006","Air Hitam Besar","78862"
"61.04.04.2007","Suka Harapan","78862"
"61.04.04.2008","Suka Damai","78862"
"61.04.04.2009","Selimantan Jaya (Selimatan Jaya)","78862"
"61.04.04.2010","Danau Buntar","78862"
"61.04.04.2011","Mekar Utama","78862"
"61.04.04.2012","Pembedilan","78862"
"61.04.04.2013","Airhitam Hulu (Air Hitam Hulu)","78862"
"61.04.04.2014","Natai Kuini","78862"
"61.04.04.2015","Keramat Jaya","78862"
"61.04.04.2016","Seriam","78862"
"61.04.04.2017","Kedondong","78862"
"61.04.04.2018","Sungai Jelayan","78862"
"61.04.04.2019","Air Tarap","78862"
"61.04.05.2001","Sandai (Sandai Kanan)","78870"
"61.04.05.2002","Randau Jungkal","78870"
"61.04.05.2006","Penjawaan","78870"
"61.04.05.2007","Muara Jekak","78870"
"61.04.05.2008","Petai Patah","78870"
"61.04.05.2010","Randau","78870"
"61.04.05.2011","Sandai Kiri","78870"
"61.04.05.2012","Demit","78870"
"61.04.05.2013","Pendamaran Indah","78870"
"61.04.05.2014","Merimbang Jaya","78870"
"61.04.05.2015","Alam Pakuan","78870"
"61.04.05.2016","Jago Bersatu","78870"
"61.04.05.2017","Istana","78870"
"61.04.07.2001","Riam Bunut","78872"
"61.04.07.2002","Sempurna","78872"
"61.04.07.2003","Bengaras","78872"
"61.04.07.2004","Sepotong","78872"
"61.04.07.2005","Sukaramai","78872"
"61.04.07.2006","Tanjung Beringin","78872"
"61.04.07.2007","Harapan Baru","78872"
"61.04.07.2008","Randau Limat","78872"
"61.04.07.2009","Bayun Sari (Banyun Sari)","78872"
"61.04.07.2010","Teluk Bayur","78872"
"61.04.07.2011","Tanjung Maju","78872"
"61.04.07.2012","Sungai Daka","78872"
"61.04.07.2013","Mekar Harapan","78872"
"61.04.07.2014","Sinar Kuri","78872"
"61.04.07.2015","Selangkut Raya","78872"
"61.04.07.2016","Lanjut Mekar Sari","78872"
"61.04.07.2017","Kepari","78872"
"61.04.07.2018","Teluk Mutiara","78872"
"61.04.07.2019","Merabu Jaya","78872"
"61.04.08.2001","Balai Pinang","78850"
"61.04.08.2002","Semandang Kiri","78850"
"61.04.08.2003","Kualan Hulu","78850"
"61.04.08.2005","Semandang Hulu","78850"
"61.04.08.2006","Merawa","78850"
"61.04.08.2009","Kualan Tengah","78850"
"61.04.08.2010","Kualan Hilir","78850"
"61.04.08.2011","Sekucing Labai","78850"
"61.04.08.2012","Paoh Concong","78850"
"61.04.08.2013","Legong","78850"
"61.04.08.2014","Kenanga","78850"
"61.04.08.2015","Balai Pinang Hulu","78850"
"61.04.08.2016","Sekucing Kualan","78850"
"61.04.08.2017","Labai Hilir","78850"
"61.04.08.2018","Botuh Bosi","78850"
"61.04.11.2001","Nanga Tayap","78873"
"61.04.11.2002","Pangkalan Teluk/Telok","78873"
"61.04.11.2003","Pangkalan Suka","78873"
"61.04.11.2004","Betenung","78873"
"61.04.11.2005","Batu Mas (Batumas)","78873"
"61.04.11.2006","Sei/Sungai Kelik","78873"
"61.04.11.2007","Lembah Hijau Satu (Lembah Hijau I)","78873"
"61.04.11.2008","Lembah Hijau Dua (Lembah Hijau II)","78873"
"61.04.11.2009","Siantau Raya","78873"
"61.04.11.2010","Sebadak Raya","78873"
"61.04.11.2011","Simpang Tiga Sembelangaan","78873"
"61.04.11.2012","Mensubang","78873"
"61.04.11.2013","Tajok Kayong","78873"
"61.04.11.2014","Kayong Utara","78873"
"61.04.11.2015","Kayong Hulu","78873"
"61.04.11.2016","Sepakat Jaya","78873"
"61.04.11.2017","Cegolak","78873"
"61.04.11.2018","Pateh Benteng","78873"
"61.04.11.2019","Tanjung Medan","78873"
"61.04.11.2020","Kayung Tuhe","78873"
"61.04.12.2006","Sei/Sungai Jawi","78822"
"61.04.12.2007","Pesaguan Kiri","78822"
"61.04.12.2008","Sei/Sungai Pelang","78822"
"61.04.12.2012","Sei/Sungai Bakau","78822"
"61.04.12.2013","Pematang Gadung","78822"
"61.04.12.2014","Pesaguan Kanan","78822"
"61.04.12.2015","Sei/Sungai Besar","78822"
"61.04.12.2016","Sei/Sungai Nanjung","78822"
"61.04.12.2017","Kemuning Biutak","78822"
"61.04.12.2018","Harapan Baru","78822"
"61.04.12.2019","Pagar Mentimun","78822"
"61.04.13.2001","Tumbang Titi","78877"
"61.04.13.2002","Natai Panjang","78877"
"61.04.13.2003","Serengkah","78877"
"61.04.13.2004","Mahawa","78877"
"61.04.13.2005","Nanga Kelampai","78877"
"61.04.13.2006","Batu Tajam","78877"
"61.04.13.2009","Kalimas Baru","78877"
"61.04.13.2013","Pemuatan Jaya","78877"
"61.04.13.2016","Sengkaharak","78877"
"61.04.13.2020","Belaban Tujuh","78877"
"61.04.13.2023","Segar Wangi","78877"
"61.04.13.2024","Petebang Jaya","78877"
"61.04.13.2025","Aur Gading","78877"
"61.04.13.2026","Beringin Rayo","78877"
"61.04.13.2027","Titi Baru","78877"
"61.04.13.2028","Tanjung Beulang","78877"
"61.04.13.2029","Batu Beransak (Batu Beransah)","78877"
"61.04.13.2030","Serengkah Kanan","78877"
"61.04.13.2031","Sepauhan Raya (Sepauhan Jaya)","78877"
"61.04.13.2032","Jungkal","78877"
"61.04.13.2033","Jelayan","78877"
"61.04.13.2034","Pengatapan Raya","78877"
"61.04.13.2035","Suka Damai","78877"
"61.04.13.2036","Tanjung Maloi","78877"
"61.04.13.2037","Sepuring Indah","78877"
"61.04.14.2001","Periangan","78876"
"61.04.14.2002","Tanggerang","78876"
"61.04.14.2003","Kesuma Jaya","78876"
"61.04.14.2004","Penyarang","78876"
"61.04.14.2005","Biku Sarana","78876"
"61.04.14.2006","Semantun","78876"
"61.04.14.2007","Riam Danau Kanan","78876"
"61.04.14.2008","Limpang","78876"
"61.04.14.2009","Pasir Mayang","78876"
"61.04.14.2010","Tebing Berseri (Tebing Beseri)","78876"
"61.04.14.2011","Deranuk","78876"
"61.04.14.2012","Rangga Intan","78876"
"61.04.14.2013","Pangkalan Suka (Pangkaln Suka)","78876"
"61.04.14.2014","Teluk Runjai","78876"
"61.04.14.2015","Asam Jelai","78876"
"61.04.14.2016","Air Dua","78876"
"61.04.14.2017","Sidahari","78876"
"61.04.14.2018","Kusik Batu Lapu","78876"
"61.04.14.2019","Karang Dangin","78876"
"61.04.14.2020","Perigi","78876"
"61.04.14.2021","Bayam Raya","78876"
"61.04.14.2022","Pangkalan Paket","78876"
"61.04.16.1001","Kantor","78811"
"61.04.16.1002","Tengah","78812"
"61.04.16.1003","Mulia Baru","78813"
"61.04.16.1004","Sampit","78813"
"61.04.16.1005","Suka Harja (Sukaharja)","78813"
"61.04.16.2006","Suka Bangun","78813"
"61.04.16.2007","Kali Nilam","78813"
"61.04.16.2008","Payah Kumang (Payak Kumang / Paya Kumang)","78813"
"61.04.16.2009","Suka Bangun Dalam","78813"
"61.04.17.2001","Sei/Sungai Awan Kanan","78810"
"61.04.17.2002","Sei/Sungai Awan Kiri","78810"
"61.04.17.2003","Tempurukan","78810"
"61.04.17.2004","Ulak Medang","78810"
"61.04.17.2005","Tanjung Pura","78810"
"61.04.17.2006","Mayak","78810"
"61.04.17.2007","Tanjung Pasar","78810"
"61.04.17.2008","Suka Maju","78810"
"61.04.18.1001","Kauman","78821"
"61.04.18.1002","Mulia Kerta","78822"
"61.04.18.1004","Tuan Tuan","78822"
"61.04.18.1009","Banjar","78822"
"61.04.18.2003","Padang","78822"
"61.04.18.2005","Sei/Sungai Kinjil","78822"
"61.04.18.2006","Suka Baru","78822"
"61.04.18.2007","Baru","78822"
"61.04.18.2008","Negeri Baru","78822"
"61.04.18.2010","Mekar Sari","78822"
"61.04.18.2011","Kinjil Pesisir","78822"
"61.04.19.2001","Menyumbung","78871"
"61.04.19.2002","Senduruhan","78871"
"61.04.19.2003","Cinta Manis","78871"
"61.04.19.2004","Beginci Darat","78871"
"61.04.19.2005","Benua Krio","78871"
"61.04.19.2006","Riam Dadap","78871"
"61.04.19.2007","Sekukun (Sekunkun)","78871"
"61.04.19.2008","Batu Lapis","78871"
"61.04.19.2009","Krio Hulu","78871"
"61.04.19.2010","Kenyabur","78871"
"61.04.19.2011","Sunge Bengaras (Sungai Bengaras)","78871"
"61.04.19.2012","Lubuk Kakap","78871"
"61.04.20.2001","Semandang Kanan","78854"
"61.04.20.2002","Gema","78854"
"61.04.20.2003","Mekar Raya","78854"
"61.04.20.2004","Kampar Sebomban","78854"
"61.04.20.2005","Batu Daya","78854"
"61.04.20.2006","Kamora","78854"
"61.04.21.2001","Air Upas","78863"
"61.04.21.2002","Sari Bekayas","78863"
"61.04.21.2003","Air Durian Jaya","78863"
"61.04.21.2004","Harapan Baru","78863"
"61.04.21.2005","Suka Ria (Sukaria)","78863"
"61.04.21.2006","Banda Sari","78863"
"61.04.21.2007","Membuluh Baru","78863"
"61.04.21.2008","Gahang","78863"
"61.04.21.2009","Mekar Jaya","78863"
"61.04.22.2001","Suka Mulya (Sukamulya)","78866"
"61.04.22.2002","Sukaraja","78866"
"61.04.22.2003","Bukit Kelambing","78866"
"61.04.22.2004","Muntai","78866"
"61.04.22.2005","Suka Sari (Sukasari)","78866"
"61.04.22.2006","Sukaharja","78866"
"61.04.22.2007","Tanah Hitam","78866"
"61.04.22.2008","Pantai Ketikal","78866"
"61.04.24.2001","Pebihingan","78874"
"61.04.24.2002","Lalang Panjang","78874"
"61.04.24.2003","Semayok Baru","78874"
"61.04.24.2004","Muara Gerunggang","78874"
"61.04.24.2005","Usaha Baru","78874"
"61.04.24.2006","Kerta Baru","78874"
"61.04.24.2007","Muara Semayok","78874"
"61.04.25.2001","Beringin Jaya","78875"
"61.04.25.2002","Sei/Sungai Melayu Baru","78875"
"61.04.25.2003","Suka Mulia/Mulya","78875"
"61.04.25.2004","Karya Mukti","78875"
"61.04.25.2005","Piansak","78875"
"61.04.25.2006","Jairan Jaya","78875"
"61.04.25.2007","Kepuluk","78875"
"61.04.25.2008","Sei/Sungai Melayu Jaya","78875"
"61.04.25.2009","Sei/Sungai Melayu","78875"
"61.04.25.2010","Mekar Jaya","78875"
"61.04.25.2011","Makmur Abadi","78875"
"61.05.01.1001","Ladang","78612"
"61.05.01.1002","Kapuas Kanan Hulu","78614"
"61.05.01.1003","Tanjung Puri","78611"
"61.05.01.1004","Kapuas Kanan Hilir","78613"
"61.05.01.1005","Kapuas Kiri Hilir","78615"
"61.05.01.1006","Kapuas Kiri Hulu","78616"
"61.05.01.1016","Akcaya","78611"
"61.05.01.1017","Alai","78611"
"61.05.01.1018","Rawa Mambok","78614"
"61.05.01.1019","Sengkuang","78614"
"61.05.01.1020","Mengkurai","78613"
"61.05.01.1021","Kedabang","78613"
"61.05.01.1022","Mekar Jaya","78615"
"61.05.01.1023","Batu Lalau","78615"
"61.05.01.1024","Menyumbung Tengah","78616"
"61.05.01.1025","Ulak Jaya","78616"
"61.05.01.2007","Baning Kota","78612"
"61.05.01.2008","Tertung (Tertong)","78616"
"61.05.01.2009","Mungguk Bantok","78616"
"61.05.01.2010","Teluk Kelansam","78616"
"61.05.01.2011","Sungai Ana","78619"
"61.05.01.2012","Merti Guna","78618"
"61.05.01.2013","Tanjung Kelansam","78611"
"61.05.01.2014","Anggah Jaya","78617"
"61.05.01.2015","Lalang Baru","78617"
"61.05.01.2026","Tebing Raya","78616"
"61.05.01.2027","Mail Jampong","78616"
"61.05.01.2028","Jerora Satu","78611"
"61.05.01.2029","Kebiau Baru","78611"
"61.05.02.2001","Nanga Tempunak","78661"
"61.05.02.2002","Mensiap Baru","78661"
"61.05.02.2003","Tanjung Perada","78661"
"61.05.02.2004","Suka Jaya","78661"
"61.05.02.2005","Mengkurat Baru","78661"
"61.05.02.2006","Peribang Baru (Paribang Baru)","78661"
"61.05.02.2007","Repak Sari","78661"
"61.05.02.2008","Pagal Baru","78661"
"61.05.02.2009","Kenyabur Baru","78661"
"61.05.02.2010","Benua Baru","78661"
"61.05.02.2011","Tinum Baru","78661"
"61.05.02.2012","Pangkal Baru","78661"
"61.05.02.2013","Pulau Jaya","78661"
"61.05.02.2014","Kuala Tiga","78661"
"61.05.02.2015","Gurung Mali","78661"
"61.05.02.2016","Merti Jaya","78661"
"61.05.02.2017","Benua Kencana","78661"
"61.05.02.2018","Balai Harapan","78661"
"61.05.02.2019","Tempunak Kapuas","78661"
"61.05.02.2020","Riam Batu","78661"
"61.05.02.2021","Pudau Bersatu","78661"
"61.05.02.2022","Kupan Jaya","78661"
"61.05.02.2023","Sungai Buluh","78661"
"61.05.02.2024","Jaya Mentari","78661"
"61.05.02.2025","Pekulai Bersatu","78661"
"61.05.02.2026","Mensiap Jaya","78661"
"61.05.03.2001","Nanga Sepauk","78662"
"61.05.03.2002","Tanjung Ria","78662"
"61.05.03.2003","Sekubang","78662"
"61.05.03.2004","Kenyauk","78662"
"61.05.03.2005","Lengkenat","78662"
"61.05.03.2006","Manis Raya","78662"
"61.05.03.2007","Temiang Kapuas","78662"
"61.05.03.2008","Ensabang","78662"
"61.05.03.2009","Mait Hilir","78662"
"61.05.03.2010","Sekujam Timbai","78662"
"61.05.03.2011","Semuntai","78662"
"61.05.03.2012","Sirang Setambang","78662"
"61.05.03.2013","Nanga Libau","78662"
"61.05.03.2014","Bernayau","78662"
"61.05.03.2015","Sinar Pekayau","78662"
"61.05.03.2016","Nanga Pari","78662"
"61.05.03.2017","Buluh Kuning","78662"
"61.05.03.2018","Temawang Muntai","78662"
"61.05.03.2019","Tawang Sari","78662"
"61.05.03.2020","Gernis Jaya","78662"
"61.05.03.2021","Paoh Benua","78662"
"61.05.03.2022","Bedayan","78662"
"61.05.03.2023","Tanjung Hulu","78662"
"61.05.03.2024","Sungai Raya","78662"
"61.05.03.2025","Landau Panjang","78662"
"61.05.03.2026","Bangun","78662"
"61.05.03.2027","Sukau Bersatu","78662"
"61.05.03.2028","Kemantan","78662"
"61.05.03.2029","Peninsung","78662"
"61.05.03.2030","Sepulut","78662"
"61.05.03.2031","Temawang Bulai","78662"
"61.05.03.2032","Sungai Segak","78662"
"61.05.03.2033","Tanjung Balai","78662"
"61.05.03.2034","Sinar Harapan","78662"
"61.05.03.2035","Riam Kempadik","78662"
"61.05.03.2036","Nanga Layung","78662"
"61.05.03.2037","Limau Bakti","78662"
"61.05.03.2038","Tanjung Mawang","78662"
"61.05.03.2040","Sungai Jaung","78662"
"61.05.04.2001","Nanga Ketungau","78652"
"61.05.04.2002","Setungkup","78652"
"61.05.04.2004","Sei/Sungai Mali","78652"
"61.05.04.2005","Air Nyuruk","78652"
"61.05.04.2006","Nanga Merkak","78652"
"61.05.04.2007","Sei/Sungai Deras","78652"
"61.05.04.2008","Nanga Sejirak","78652"
"61.05.04.2009","Semuntai","78652"
"61.05.04.2010","Senibung","78652"
"61.05.04.2011","Tanjung Baung","78652"
"61.05.04.2012","Baung Sengatap","78652"
"61.05.04.2013","Semajau Mekar","78652"
"61.05.04.2014","Beluh Mulyo","78652"
"61.05.04.2015","Batu Ampar","78652"
"61.05.04.2016","Bukit Sidin Permai","78652"
"61.05.04.2017","Betung Permai","78652"
"61.05.04.2018","Kenuak","78652"
"61.05.04.2019","Jentawang Hilir","78652"
"61.05.04.2020","Batu Nyadi","78652"
"61.05.04.2021","Ratu Damai","78652"
"61.05.04.2022","Lepung Pantak","78652"
"61.05.04.2023","Pampang Dua","78652"
"61.05.04.2024","Mungguk Kelapa","78652"
"61.05.04.2025","Maung","78652"
"61.05.05.2001","Wirayuda","78653"
"61.05.05.2002","Tanjung Sari","78653"
"61.05.05.2003","Panding Jaya","78653"
"61.05.05.2004","Tirta Karya (Terta Karya)","78653"
"61.05.05.2005","Begelang Jaya","78653"
"61.05.05.2006","Sumber Sari","78653"
"61.05.05.2007","Panggi Agung","78653"
"61.05.05.2008","Kerta Sari","78653"
"61.05.05.2009","Argo Mulyo","78653"
"61.05.05.2010","Wana Bhakti","78653"
"61.05.05.2011","Swadaya","78653"
"61.05.05.2012","Margahayu (Marga Hayu)","78653"
"61.05.05.2013","Gut Jaya Bhakti (Gut Jaya Bakti)","78653"
"61.05.05.2014","Landau Buaya","78653"
"61.05.05.2015","Kayu Dujung","78653"
"61.05.05.2016","Senangan Kecil","78653"
"61.05.05.2017","Sungai Areh","78653"
"61.05.05.2018","Mungguk Gelombang","78653"
"61.05.05.2019","Mungguk Lawang","78653"
"61.05.05.2020","Nanga Kelapan","78653"
"61.05.05.2021","Panggi Ruguk","78653"
"61.05.05.2022","Bakti Senabung","78653"
"61.05.05.2023","Engkitan","78653"
"61.05.05.2024","Landau Temiang","78653"
"61.05.05.2025","Padung Kumang","78653"
"61.05.05.2026","Radin Jaya","78653"
"61.05.05.2027","Senangan Jaya","78653"
"61.05.05.2028","Kubu Berangan","78653"
"61.05.05.2029","Semareh","78653"
"61.05.06.2001","Senaning","78654"
"61.05.06.2002","Empura","78654"
"61.05.06.2003","Sebadak","78654"
"61.05.06.2004","Sepiluk","78654"
"61.05.06.2005","Sei/Sungai Seria","78654"
"61.05.06.2006","Suak Medang","78654"
"61.05.06.2007","Nanga Bayan","78654"
"61.05.06.2008","Rasau","78654"
"61.05.06.2009","Jasa","78654"
"61.05.06.2010","Sungai Bugau","78654"
"61.05.06.2011","Nanga Bugau","78654"
"61.05.06.2012","Empunak Tapang Keladan","78654"
"61.05.06.2013","Sebetung Paluk","78654"
"61.05.06.2014","Muakan Petinggi","78654"
"61.05.06.2015","Nanga Sebawang","78654"
"61.05.06.2016","Sekaih","78654"
"61.05.06.2017","Bekuan Luyang","78654"
"61.05.06.2018","Sungai Pisau","78654"
"61.05.06.2019","Mungguk Entawak","78654"
"61.05.06.2020","Embaleh","78654"
"61.05.06.2021","Sebuluh","78654"
"61.05.06.2022","Riam Sejawak","78654"
"61.05.06.2023","Engkeruh","78654"
"61.05.06.2024","Sungai Kelik","78654"
"61.05.06.2025","Idai","78654"
"61.05.06.2026","Sungai Mawang","78654"
"61.05.06.2027","Ujung Kempas","78654"
"61.05.06.2028","Neraci Jaya","78654"
"61.05.06.2029","Sejawak","78654"
"61.05.07.2001","Nanga Jetak","78691"
"61.05.07.2002","Nanga Dedai","78691"
"61.05.07.2003","Gandis (Ganis)","78691"
"61.05.07.2004","Sei/Sungai Mali","78691"
"61.05.07.2005","Riguk","78691"
"61.05.07.2006","Pengkadan Baru","78691"
"61.05.07.2007","Taok (Tauk)","78691"
"61.05.07.2008","Empaci","78691"
"61.05.07.2009","Baras","78691"
"61.05.07.2010","Pangkadan Sungai Rupa (Pengkadan Sungai Rupa)","78691"
"61.05.07.2011","Kumpang","78691"
"61.05.07.2012","Mangat Baru","78691"
"61.05.07.2013","Manaong Baru (Menaong Baru)","78691"
"61.05.07.2014","Emparu Baru","78691"
"61.05.07.2015","Lundang Baru","78691"
"61.05.07.2016","Penyak Lalang","78691"
"61.05.07.2017","Umin Jaya","78691"
"61.05.07.2018","Merempit Baru","78691"
"61.05.07.2019","Dedai Kanan","78691"
"61.05.07.2020","Sungai Tapang","78691"
"61.05.07.2021","Gandis Hulu","78691"
"61.05.07.2022","Hulu Dedai","78691"
"61.05.07.2023","Apin Baru","78691"
"61.05.07.2024","Jangkang","78691"
"61.05.07.2025","Belinyuk Sibau","78691"
"61.05.07.2026","Mengkirai Jaya","78691"
"61.05.07.2027","Terusan","78691"
"61.05.07.2028","Tanjung","78691"
"61.05.07.2029","Batu Landung","78691"
"61.05.07.2030","Samak","78691"
"61.05.07.2031","Manyam","78691"
"61.05.08.2001","Nanga Mau","78693"
"61.05.08.2002","Jambu","78693"
"61.05.08.2003","Tertung Mau","78693"
"61.05.08.2004","Mentunai","78693"
"61.05.08.2005","Tuguk","78693"
"61.05.08.2006","Natai Tebedak","78693"
"61.05.08.2007","Nyangkom","78693"
"61.05.08.2008","Melingkat","78693"
"61.05.08.2009","Nanga Tikan","78693"
"61.05.08.2010","Pelaik","78693"
"61.05.08.2011","Kerapa Sepan","78693"
"61.05.08.2012","Sei/Sungai Buaya","78693"
"61.05.08.2013","Pakak","78693"
"61.05.08.2014","Sungai Sintang","78693"
"61.05.08.2015","Sungai Garong","78693"
"61.05.08.2016","Paoh Desa","78693"
"61.05.08.2017","Jaya Sakti","78693"
"61.05.08.2018","Mekar Mandiri","78693"
"61.05.08.2019","Landau Beringin","78693"
"61.05.08.2020","Karya Baru","78693"
"61.05.08.2021","Bukit Segaloh","78693"
"61.05.08.2022","Engkerangan","78693"
"61.05.08.2023","Lalang Inggar","78693"
"61.05.08.2024","Linggam Permai","78693"
"61.05.08.2025","Sungai Menuang","78693"
"61.05.08.2026","Natai Lesung","78693"
"61.05.08.2027","Begendang Mal","78693"
"61.05.08.2028","Sungai Ranap","78693"
"61.05.08.2029","Lengkong Bindu","78693"
"61.05.08.2030","Nanga Lidau","78693"
"61.05.08.2031","Mengkirai","78693"
"61.05.08.2032","Tanjung Keliling","78693"
"61.05.08.2033","Buluk Jegara","78693"
"61.05.08.2034","Buluk Panjang","78693"
"61.05.08.2035","Tanjung Putar","78693"
"61.05.08.2036","Sungai Emang","78693"
"61.05.08.2037","Sungai Meraya","78693"
"61.05.08.2038","Kempas Raya","78693"
"61.05.08.2039","Ipoh Emang","78693"
"61.05.08.2040","Sungai Pengga","78693"
"61.05.08.2041","Batu Netak","78693"
"61.05.08.2042","Neran Baya","78693"
"61.05.08.2043","Monbai Begununk (Monbai Begunun)","78693"
"61.05.09.2001","Nanga Tebidah","78694"
"61.05.09.2002","Nanga Payak","78694"
"61.05.09.2003","Tanjung Bunga","78694"
"61.05.09.2004","Nanga Toran","78694"
"61.05.09.2005","Riam Panjang","78694"
"61.05.09.2006","Entogong","78694"
"61.05.09.2007","Nanga Tonggoi","78694"
"61.05.09.2008","Tanjung Lalau","78694"
"61.05.09.2009","Lintak Tambuk (Lintang Tambuk)","78694"
"61.05.09.2010","Nanga Masau","78694"
"61.05.09.2011","Nanga Ungai","78694"
"61.05.09.2012","Nanga Abai","78694"
"61.05.09.2013","Nanga Laar","78694"
"61.05.09.2014","Riam Muntik","78694"
"61.05.09.2015","Nanga Oran","78694"
"61.05.09.2016","Tonak Goneh","78694"
"61.05.09.2017","Nangkak Lestari","78694"
"61.05.09.2018","Topan Nanga","78694"
"61.05.09.2019","Mapan Jaya","78694"
"61.05.09.2020","Tanjung Miru","78694"
"61.05.09.2021","Buluh Merindu","78694"
"61.05.09.2022","Empakan","78694"
"61.05.09.2023","Empoyang","78694"
"61.05.09.2024","Merahau Permai","78694"
"61.05.09.2025","Tanah Merah","78694"
"61.05.09.2026","Landau Bara","78694"
"61.05.09.2027","Kerapuk Jaya","78694"
"61.05.09.2028","Merah Arai","78694"
"61.05.09.2029","Tapang Manua","78694"
"61.05.09.2030","Nanga Tampang","78694"
"61.05.09.2031","Kebarau","78694"
"61.05.14.2001","Nanga Serawai","78683"
"61.05.14.2002","Nanga Mentatai","78683"
"61.05.14.2003","Bedaha","78683"
"61.05.14.2004","Begori","78683"
"61.05.14.2005","Pagar Lebata","78683"
"61.05.14.2006","Tontang","78683"
"61.05.14.2007","Karya Jaya","78683"
"61.05.14.2008","Nanga Riyoi","78683"
"61.05.14.2009","Buntut Ponte","78683"
"61.05.14.2010","Nanga Segulang","78683"
"61.05.14.2011","Baras Nabun","78683"
"61.05.14.2012","Nanga Jelundung","78683"
"61.05.14.2013","Tanjung Raya","78683"
"61.05.14.2014","Tahai Permai","78683"
"61.05.14.2015","Merako Jaya","78683"
"61.05.14.2016","Sawang Senghiang","78683"
"61.05.14.2017","Tunas Harapan","78683"
"61.05.14.2018","Teluk Harapan","78683"
"61.05.14.2019","Gurung Senghiang","78683"
"61.05.14.2020","Tanjung Harapan","78683"
"61.05.14.2021","Rantau Malam","78683"
"61.05.14.2022","Mentajoi","78683"
"61.05.14.2023","Nanga Bihe","78683"
"61.05.14.2024","Nanga Tekungai","78683"
"61.05.14.2025","Talian Sahabung","78683"
"61.05.14.2026","Batu Ketebung","78683"
"61.05.14.2027","Muara Kota","78683"
"61.05.14.2028","Mekar Sari","78683"
"61.05.14.2029","Tanjung Baru","78683"
"61.05.14.2030","Nusa Tujuh","78683"
